tick,eim_1d
1155,0.3603807812714761
1156,0.45197657893087695
1157,0.31152133619108047
1158,0.21965534116821606
1159,0.12910444941680144
1160,0.26393755423031307
1161,0.2831486216617245
1162,0.20808733060969176
1163,0.17274112363578897
1164,0.3124951977373811
1165,0.4244430585142849
1166,0.46587147931103434
1167,0.4395900658320129
1168,0.3289737041090921
1169,0.2266344314615003
1170,0.3831759683853453
1171,0.495992948532457
1172,0.5659707374234226
1173,0.5970853152221032
1174,0.6672710577186574
1175,0.5657773284127059
1176,0.43259927615728744
1177,0.5066571985581139
1178,0.43032380806502
1179,0.27873358331668996
1180,0.38371003441548956
1181,0.49414738867774255
1182,0.5375850950233576
1183,0.565535305252755
1184,0.6518232884693365
1185,0.6835731675471832
1186,0.5088114620130093
